adl_id,date,city,state,description
10243,4/1/19,Nashville,TN,"Anti-Semitic graffiti, that included a swastika drawing, was discovered in a campus library at Vanderbilt University."
10244,4/1/19,Pearland,TX,"""Gas the Jews"" was etched into concrete near a sewage drain."
10245,4/1/19,Brownsville,TX,"Campaign signs belonging to Nurith Galonsky, a Jewish woman who was running for Brownsville City Commissioner, District One, was vandalized with a swastika and horns drawn on an image of her face."
10246,4/1/19,Dumfries,VA,A crudely drawn swastika was etched into a car parked outside a residential home.
10247,4/1/19,Annandale,VA,"Anti-Semitic, racist, and homophobic graffiti was discovered at Annandale High School."
10248,4/1/19,Richmond,VA,Swastikas and racist slurs were spray-painted at Bryan Park.
10559,4/1/19,Poway,CA,"White supremacist John T. Earnest allegedly opened fire at a synagogue in Poway, California, killing one person and injuring three before fleeing. He was reportedly emulating white supremacist Brenton Tarrant's killing spree in New Zealand in March 2019."
10560,4/1/19,Houston,TX,A Jewish student at a middle school was physically assaulted by a classmate who also taunted him with anti-Semitic harassment that included swastika drawings.
11712,4/1/19,Santa Barbara,CA,A man was seen walking down the hallway of the sociology department at UC Santa Barbara wearing a Waffen SS (Nazi death squad) t-shirt.
11713,4/1/19,Cambridge,MA,"During a panel at Harvard University, a professor equated Zionism and white supremacy. An audience member also attempted to talk about ""the myth of the Holocaust."""
11714,4/1/19,Camden,NJ,Swastika vandalism discovered inside a library.
11715,4/1/19,Ridgefield Park,NJ,An elementary school teacher discovered that two swastikas had been scratched into school music stands.
11716,4/1/19,Los Angeles,CA,"Graffiti that included swastikas, ""Heil,"" the n-word, and ""white power"" was found along train tracks in Atwater Village."
11717,4/1/19,San Diego,CA,Swastika vandalism discovered in a bathroom at a public park.
11718,4/1/19,Parsippany-Troy Hills Township,NJ,"Individual yelled, ""Jews suck"" at a group of people."
11719,4/1/19,Berkeley,CA,"Fliers that read ""Zionism is Neo-Nazism"" were found posted throughout the UC Berkeley campus."
11720,4/1/19,Van Nuys,CA,Individual threw a coffee cup at a Jewish person while saying anti-Semitic statements.
11721,4/1/19,Emerson,NJ,A bus stop was vandalized with swastika graffiti.
11722,4/1/19,Jefferson Township,NJ,Swastika vandalism discovered inside a classroom.
11723,4/1/19,New Rochelle,NY,Swastika vandalism discovered on school property.
11724,4/1/19,Tenafly,NJ,"""HITLER = GOOD"" was found carved into a classroom desk."
11725,4/1/19,Piscataway,NJ,Swastika vandalism discovered in an elevator in an academic building at Rutgers University.
11726,4/1/19,Westampton Township,NJ,Swastika vandalism discovered on a desk in a classroom.
11727,4/1/19,Port Charlotte,FL,Jewish person's office supervisor made anti-Semitic comments.
11728,4/1/19,Kutztown,PA,Confidential
11729,4/1/19,Lancaster,PA,A building was defaced with swastikas and upside-down crosses.
11730,4/1/19,Newport Beach,CA,Jewish individual received a threatening anti-Semitic message on Facebook that also included anti-Israel conspiracies.
11731,4/1/19,Portland,OR,"The Jewish Voice for Peace chapter at Portland State University held an event in which they sold t-shirts that read, ""All Zionists are Racists - Every Single One."""
11732,4/1/19,Southington,CT,"Jewish student victim of ongoing anti-Semitic harassment by peers who tell her she should die in a gas chamber, draw swastikas on their hands and show her, yell ""Hitler"" in her face, and do the Sieg Heil in the hallways."
11733,4/1/19,Howell Township,NJ,Swastika vandalism discovered inside a Walmart.
11734,4/1/19,Chicago,IL,"During an SJP event at DePaul University, AMP's Tarek Khalil stated that Zionism is racism and that it ""an exclusionist idea."""
11735,4/1/19,South Plainfield,NJ,Swastikas were found etched into playground equopment.
11736,4/1/19,Bridgewater,NJ,"A Chinese Flying Lantern was found in the backyard of a residence. The lantern had a swastika drawn on it along with a note that read, ""April 20th Happy Birthday Adolf Hitler may you R.I.P. Lets Celebrate and do Columbine again load up!!!"""
11737,4/1/19,Ithaca,NY,A Jewish student at Ithaca College returned to his dorm room and discovered that a swastika had been drawn on the whiteboard of his door.
11738,4/1/19,Philadelphia,PA,"At the Muslim American Society Islamic Center's ""Ummah Day"" celebration in Philadelphia, young children made speeches, danced and lip-synced to songs that glorified violence against Jews and the State of Israel."
11739,4/1/19,Santa Barbara,CA,"Swastikas and ""Hail Hitler!"" were spray-painted on a bike path."
11740,4/1/19,North Hollywood,CA,Individual received a harassing email from someone who said that she served the devil because she is Jewish.
11741,4/1/19,Livingston,NJ,A student discovered a swastika had been drawn on their desk.
11742,4/1/19,Moorestown,NJ,A door of a pizza shop was vandalized with swastika graffiti.
11743,4/1/19,Westampton Township,NJ,Swastika vandalism discovered on a desk at a school.
11744,4/1/19,Marina del Ray,CA,Swastika vandalism discovered at a school.
11745,4/1/19,North Hollywood,CA,Swastika vandalism discovered at a school.
11746,4/1/19,South Brunswick Township,NJ,Swastika vandalism discovered on a running trail.
11747,4/1/19,Hanover Township,NJ,Jewish organization received a threat.
11748,4/1/19,Los Angeles,CA,Swastika etching discovered on a school window.
8039,3/31/19,St. Michaels,MD,"Loyal White Knights, a Klan group. distributed recruitment fliers that expressed racist views toward African Americans, Jewish people, and American Indians."
8046,3/30/19,Accomack,VA,"Loyal White Knights, a Klan group. distributed recruitment fliers that expressed racist views toward African Americans, Jewish people, and American Indians."
8068,3/25/19,Cedar Park,TX,"Patriot Front, an alt right group, targeted a Jewish institution with a flier that read: ""Better dead than red."""
9680,3/19/19,Washington,DC,"Anti-Semitic fliers attributed to Peter J. Cojanis, were distributed throughout a residential neighborhood."
7608,3/18/19,Pasadena,CA,"Daily Stormer Book Club, an alt right group, posted anti-Semitic fliers that read: ""All hate crimes are hoaxes"" and ""Criticizing Jews is the only bad thing a Muslim woman can do."""
8121,3/14/19,Flagstaff,AZ,"Aryan Resistance, a neo-Nazi group, distributed fliers that read: ""The race war starts with you."" The fliers included images of swastikas."
8122,3/13/19,Ocean City,MD,"An individual posted a flier at a Chabad that read ""We must secure the existence of our people and a future for white children"" and ""The goyim know shut it down."""
7562,3/11/19,Cleveland,OH,"Daily Stormer Book Club, an alt right group, posted anti-Semitic fliers at Case Western Reserve University that read: ""All hate crimes are hoaxes."""
7563,3/11/19,Colville,WA,"Daily Stormer Book Club, an alt right group, posted anti-Semitic fliers at a newspaper office that read: ""All hate crimes are hoaxes."""
7564,3/11/19,Keene,NH,"Daily Stormer Book Club, an alt right group, placed anti-Semitic fliers Keene State College that read: ""All hate crimes are hoaxes."""
7568,3/11/19,Roanoke,VA,"Daily Stormer Book Club, an alt right group, placed anti-Semitic fliers on a statue of Martin Luther King Jr. that read: ""All hate crimes are hoaxes."""
7569,3/11/19,San Dimas,CA,"Daily Stormer Book Club, an alt right group, posted anti-Semitic fliers that read: ""All hate crimes are hoaxes."""
7570,3/11/19,St. Petersburg,FL,"Daily Stormer Book Club, an alt right group, placed anti-Semitic fliers at a Jewish institution that read: ""All hate crimes are hoaxes."""
8123,3/11/19,Houston,TX,"Daily Stormer Book Club, an alt right group, placed anti-Semitic fliers at a Jewish institution that read: ""All hate crimes are hoaxes."""
9598,3/11/19,Gilbert,AZ,"Folks Front, a neo-Nazi group, distributed anti-Semitic fliers that featured a swastika at Perry High School."
7566,3/10/19,Newport Beach,CA,A 22-year-old woman neo-Nazi and anti-Semitic fliers on the Newport Harbor High School Campus.
7550,3/8/19,Berkeley,CA,"Daily Stormer Book Club, an alt right group, posted anti-Semitic fliers at a Jewish institution that read: ""All hate crimes are hoaxes."""
7544,3/7/19,Fargo,ND,"Daily Stormer Book Club, an alt right group, placed anti-Semitic fliers on vehicles in Fargo that read: ""All hate crimes are hoaxes."""
7532,3/5/19,Houston,TX,"Daily Stormer Book Club, an alt right group, distributed anti-Semitic fliers at Rice University which read: ""All hate crimes are hoaxes."""
9603,3/4/19,Fullerton,CA,A 22-year-old woman allegedly distributed neo-Nazi and anti-Semitic fliers around Fullerton College. Some of the fliers included a swastika.
9597,3/1/19,Mountain Brook,AL,A non-Jewish student made anti-Semitic comments to a Jewish student in school.
9599,3/1/19,San Diego,CA,"Person using a loudspeaker shouting anti-Israel and anti-Semitic slurs from a car outside a Hebrew language school, across the street from a local mosque."
9600,3/1/19,Newport Beach,CA,A group of teenagers shared images on Instagram and Snapchat of them playing a game in which they arranged red cups in the form of a swastika. They also did the Nazi salute.
9601,3/1/19,Los Angeles,CA,A Jewish organization received an anti-Semitic and threatening email to their general inbox.
9602,3/1/19,Los Angeles,CA,A Jewish organization received an anti-Semitic and threatening email to their general inbox.
9604,3/1/19,Woodland Hills,CA,A Jewish community center received anti-Semitic and threatening phone calls.
9605,3/1/19,San Diego,CA,"Ongoing ""protest"" by an individual at San Diego State University displaying a sign that reads ""Israel did 9/11."""
9606,3/1/19,Wildomar,CA,A Jewish middle school student was the victim of anti-Semitic harassment at school.
9607,3/1/19,Costa Mesa,CA,A public official received an anti-Semitic and threatening voicemail.
9608,3/1/19,Santa Monica,CA,"A private business received a harassing and anti-Semitic email in which the writer stated ""I'm glad millions of you motherfucking Jews suffered and died in anguish."""
9609,3/1/19,La Quinta,CA,"A student announced to their class that ""The Nazis should have killed all the Jews, especially this sub."""
9610,3/1/19,Irvine,CA,Confidential
9611,3/1/19,Calabasas,CA,"Anti-Semitic fliers were discovered at a high school that asked ""What is the difference between crackheads and Jews?"" A swastika and the message ""The murder of innocent women and children by a Rothschild led Jewish Zionist armed militia to forcibly confiscate the Land of Palestine now known as Israel."""
9612,3/1/19,Woodland Hills,CA,"Anti-Semitic fliers were discovered at a high school that asked ""What is the difference between crackheads and Jews?"" A swastika and the message ""The murder of innocent women and children by a Rothschild led Jewish Zionist armed militia to forcibly confiscate the Land of Palestine now known as Israel."""
9613,3/1/19,Sherman Oaks,CA,"Anti-Semitic fliers were discovered at a bus stop that asked ""What is the difference between crackheads and Jews?"" A swastika and the message ""The murder of innocent women and children by a Rothschild led Jewish Zionist armed militia to forcibly confiscate the Land of Palestine now known as Israel."""
9614,3/1/19,San Diego,CA,"During a business transaction, a Jewish individual received a $100 bill that had a swastika stamped on it."
9615,3/1/19,Los Angeles,CA,A mural depicting the Monopoly man holding bags of money and with Stars of David on his pants was painted on the side of a building housing a kosher restaurant in Los Angeles.
9616,3/1/19,Tarzana,CA,"Anti-Semitic fliers were discovered at an elementary school that asked ""What is the difference between crackheads and Jews?"" A swastika and the message ""The murder of innocent women and children by a Rothschild led Jewish Zionist armed militia to forcibly confiscate the Land of Palestine now known as Israel."""
9617,3/1/19,Los Angeles,CA,"During a public hearing, a speaker held up a sign with an attendee's name and a swastika."
9618,3/1/19,Los Angeles,CA,"Individual told a Jewish person, ""we should burn all you guys."""
9619,3/1/19,Los Angeles,CA,"Individual harassed a Jewish organization, yelled ""Jews don't pay taxes and don't belong here."""
9620,3/1/19,Estes Park,CO,"A political candidate, who is Jewish, was told ""We don't need more Jews in office"" by an individual while at a campaign event at a public library."
9621,3/1/19,Denver,CO,A synagogue received a threatening email to their general inbox.
9622,3/1/19,Centennial,CO,Jewish student target of anti-Semitic verbal harassment by another student.
9623,3/1/19,Cromwell,CT,A non-Jewish student did the Hitler salute at a Jewish student.
9624,3/1/19,Bridgeport,CT,A synagogue received a threatening and anti-Semitic email to their general inbox.
9625,3/1/19,Hamden,CT,A swastika was drawn on a student's homework assignment.
9626,3/1/19,Kissimmee,FL,"Representative of a home owners association called an applicant a ""fucking kike."""
9627,3/1/19,Coral Gables,FL,Individual harassed by another person who made anti-Semitic comments.
9628,3/1/19,Gainesville,FL,"A student chanted ""Heil Hitler"" at a Jewish student."
9629,3/1/19,Delray Beach,FL,"During a dispute over a food order, a restaurant employee told a customer, ""You are the reason people hate Jews."""
9630,3/1/19,Chicago,IL,"Two hateful videos at Whitney Young High School were circulated to students, one of which showed student talking to another on FaceTime, as someone behind the girl holds a swastika."
9631,3/1/19,Orland Park,IL,"Ongoing anti-Semitic harassment of a boy in a junior high school by his peers, that included anti-Semitic messages sent via Snapchat."
9632,3/1/19,Indianapolis,IN,"Someone wrote a message on the campus ""democracy wall"" called out George Soros and the Rothschild family in the anti-Semitic echo symbols."
9633,3/1/19,Lafayette,LA,"Jewish student was bullied by peers at school who told him to ""go back to the concentration camps."
9634,3/1/19,Silver Spring,MD,"During a Spanish class at a middle school, the teacher told the class that ""the Jews killed Jesus"" because ""that's just what the Catholics and Christians believe."""
9635,3/1/19,Swampscott,MA,A student at a middle school made anti-Semitic remarks to a Jewish student about gas chambers.
9636,3/1/19,Needham,MA,Individual received a number of harassing anti-Semitic text messages and calls.
9637,3/1/19,Minneapolis,MN,Anti-Semitic remark made to Jewish restaurant patrons.
9638,3/1/19,Minneapolis,MN,Individual received a direct message on social media with anti-Semitic references.
9639,3/1/19,Gladstone,MO,Individual received anti-Semitic campaign material from Steve West who was running for Missouri state representative.
9640,3/1/19,Reno,NV,"""Kill all Jews"" and a swastika was written in a restroom of a residence hall at University of Nevada, Reno."
9641,3/1/19,Reno,NV,"A man yelled ""Jew"" at a student on the University of Nevada, Reno campus."
9642,3/1/19,Princeton,NJ,Religious leaders at Princeton University received anti-Semitic literature.
9643,3/1/19,Rochelle Park Township,NJ,Confidential
9644,3/1/19,Marlboro Township,NJ,Jewish institution received an anti-Semitic threat by email.
9645,3/1/19,Galloway Township,NJ,Two deans at Stockton University received anti-Semitic fax that falsely alleged that the Chabad branch of Judaism cooperated with the Nazis during the Holocaust.
9646,3/1/19,Bronx,NY,Individual victim of anti-Semitic harassment on Instagram.
9647,3/1/19,New York,NY,"At an anti-Jewish Polish restitution demonstration in Foley Square, protesters held signs that accused Jews of welcoming both the Nazi and Soviet invasions and called to ""Stop [the] Holocaust Industry."" It was also reported that a protester waved a dollar bill at a Jewish counter-protester."
9648,3/1/19,Levittown,NY,Two students at Division Avenue High School photo-shopped a screen shot of the school district's website with anti-Semitic messages and shared it with people in a group chat.
9649,3/1/19,New York,NY,A synagogue received a threatening anti-Semitic message to their general email inbox.
9650,3/1/19,New Rochelle,NY,A synagogue received a threatening anti-Semitic message to their general inbox email.
9651,3/1/19,New York,NY,"Construction firm received an email espousing anti-Semitic views and referencing ""Jewish fraud."""
9652,3/1/19,New York,NY,"Teenagers yelled ""We love Hitler"" at a Jewish family who were walking on Shabbat."
9653,3/1/19,Brooklyn,NY,"Individual in a subway station shouted ""I'm gonna shoot up every fucking synagogue."""
9654,3/1/19,New York,NY,A synagogue received a threatening anti-Semitic message to their general email inbox.
9655,3/1/19,Brooklyn,NY,A Jewish woman walking her stroller on the street was physically harassed by a passerby. The passerby appeared to have targeted the woman because she is Jewish. He was later arrested.
9656,3/1/19,Brooklyn,NY,"A man verbally harassed a Jewish woman on the street calling her a ""fucking Jew."""
9657,3/1/19,New York,NY,"A Jewish man was verbally harassed on the street by an individual who spit at him and yelled ""All Jews are evil."""
9658,3/1/19,Staten Island,NY,"Jewish individual was called a ""fucking Jew"" and told to ""go back to Brooklyn."""
9659,3/1/19,New York,NY,"Two Jewish men were walking on the street when another man called them ""Fucking Jew bastards"" and told them ""Heil Hitler."""
9660,3/1/19,New York,NY,Individual made anti-Semitic comments in a bar.
9661,3/1/19,Kingston,NY,"An employee at Mother Earth's Storehouse turned off the light the the produce cooler while another employee was in there and told her ""you're in the gas chamber"" and called her a ""fucking Jew."""
9662,3/1/19,Chapel Hill,NC,A number of anti-Semitic statements and tropes were propagated at an event co-hosted by UNC Chapel Hill and Duke University regarding the conflict in Gaza.
9663,3/1/19,Philadelphia,PA,Confidential
9664,3/1/19,Philadelphia,PA,A group of Orthodox Jews waiting for a school bus were harassed by individuals in a car that had a Palestinian flag displayed on it.
9665,3/1/19,Philadelphia,PA,Academic departments at Saint Joseph's University received an anti-Semitic fax that falsely alleged that the Chabad branch of Judaism cooperated with the Nazis during the Holocaust.
9666,3/1/19,Bryn Mawr,PA,"During a verbal altercation between Jewish students and Catholic adults, one of the adults called the Jewish students ""kikes."""
9667,3/1/19,Dallas,PA,A Jewish boy was verbally harassed by his coach and teammates with anti-Semitic comments.
9668,3/1/19,Hazleton,PA,The Hazleton Standard-Speaker published a letter to the editor that was actually Holocaust denial.
9669,3/1/19,Coventry,RI,"Individual at a gas station harassing other people by yelling that he wanted to kill Jews, liberals, and communists."
9670,3/1/19,Germantown,TN,Jewish elementary school student was verbally harassed by a non-Jewish student who made anti-Semitic comments.
9671,3/1/19,Austin,TX,Confidential
9672,3/1/19,Fairfax,VA,An anti-Semitic caricature of a Jew and money won a school art competition and was subsequently displayed Northern Virginia Community College. Many Jewish and non-Jewish students alike found the artwork deeply offensive.
9673,3/1/19,Montclair,VA,A swastika was drawn in chalk on the basketball court at a park.
9674,3/1/19,Highland Park,WA,Individual received a message on Facebook with an anti-Semitic meme depicting Jews and Israel as a rat and plague.
9675,3/1/19,Seattle,WA,A Jewish organization received an anti-Semitic threat to their general email inbox.
9676,3/1/19,Washington,DC,Anti-Semitic signs and statements were made at a protest against AIPAC.
9677,3/1/19,Washington,DC,Students used swastikas as usernames during an online school assembly.
9678,3/1/19,Washington,DC,A Jewish organization received a threatening and anti-Semitic email to their general email inbox.
9679,3/1/19,Washington,DC,A pro-Israel group received a threatening anti-Semitic email to their general inbox.
9681,3/1/19,Milwaukee,WI,"A Jewish organization received a voice mail that said ""get the fuck out of our republic. Kikes!"""
9682,3/1/19,Waukesha,WI,"A Jewish middle school student was asked by a classmate if he is Jewish, when he said yes the classmate said that he hated him."
9683,3/1/19,Glendale,WI,A Jewish woman was verbally harassed and told that Jews are greedy by a hired contractor.
10115,3/1/19,Phoenix,AZ,An advertisement at a bus stop was vandalized with a swastika drawing.
10116,3/1/19,Flagstaff,AZ,Vandals broke into the Chabad of Flagstaff synagogue and painted swastikas on the windows.
10117,3/1/19,Sherman Oaks,CA,Swastika vandalism discovered at an elementary school.
10118,3/1/19,Petaluma,CA,Mezuzah vandalism.
10119,3/1/19,Los Angeles,CA,Swastika vandalism discovered in a public park.
10120,3/1/19,Huntington Beach,CA,Emoji Hitler sticker placed on a pole at a walking trail.
10121,3/1/19,Fairfield,CA,"The name of a black student at Vanden High School was spray-apinted on a sports field at the school along with a swastika, racial slurs, and ""USA for Trump."""
10122,3/1/19,Davis,CA,A swastika was spray-painted on a tree and benches in the UC Davis Putah Creek Riparian Reserve.
10123,3/1/19,Morrison,CO,"""Jew"" was carved into the dirt with a swastika above it on the Trading Post Trail at Red Rocks."
10124,3/1/19,Miami Beach,FL,"A swastika, devil, and ""death"" were drawn on an electrical box outside a house."
10125,3/1/19,Miami Beach,FL,"A swastika and the word ""death"" were written on a CitiBike pay machine."
10126,3/1/19,Miami Beach,FL,A swastika was etched into the exterior of a Burger King restaurant.
10127,3/1/19,Miami Beach,FL,"A swastika and the message ""Kill the Jews"" was drawn onto a pedestrian sign."
10128,3/1/19,Miami Beach,FL,"A swastika and the word ""death"" were written on a public electrical box."
10129,3/1/19,Sunrise,FL,"Swastikas and the messages ""Die Jews"" and ""Kill Jews"" was written on a bulletin board at a condominium complex."
10130,3/1/19,Jupiter,FL,A sign outside a synagogue was defaced with swastika graffiti.
10131,3/1/19,Oak Park,IL,Jewish family's Israeli flag vandalized.
10132,3/1/19,Normal,IL,"A swastika and the message, ""I hate minorities"" was written on the walls and lockers at a high school."
10133,3/1/19,Topeka,KS,"Swastikas, ""Israel Sux,"" ""Heil,"" and racist messages were spray-painted on the pavement in the Capricorn Woods neighborhood."
10134,3/1/19,Waterville,ME,A campus elevator was vandalized with swastika graffiti at Colby College.
10135,3/1/19,Bethesda,MD,Graffiti that included a swastika and an expletive was discovered in a bathroom at Bannockburn Elementary School.
10136,3/1/19,Lynn,MA,"A Jewish man discovered the ""SS"" lightening bolts were drawn on the exterior of an apartment building."
10137,3/1/19,Boston,MA,A swastika and KKK were drawn using Sharpie at a public transit station.
10138,3/1/19,Fall River,MA,"Headstones at a Jewish cemetery were vandalized with anti-Semitic messages including ""Heil Hitler"" and ""Expel the Jews,"" as well as a swastika."
10139,3/1/19,Las Vegas,NV,"A Star of David and the word ""Jude"" was written on a bathroom stall at a Walmart."
10140,3/1/19,Westfield,NJ,Three swastikas were drawn in chalk on a sidewalk.
10141,3/1/19,Westfield,NJ,Swastika vandalism discovered near a private residence.
10142,3/1/19,Montvale,NJ,"A bathroom at a high school was defaced with racist and anti-Semitic graffiti that included a swastika, the word ""Jews"" with a circle and line through it, the n-word, and ""WP"" for white power."
10143,3/1/19,Sussex,NJ,"Two bathrooms at High Point Regional High School were vandalized with swastika etchings and messages that read ""Kill the Jews"" and ""Hitler was here."""
10144,3/1/19,Englewood,NJ,Anti-Semitic and anti-black graffiti was written on bathroom stalls at Dwight-Engelwood School. 
10145,3/1/19,New Rochelle,NY,Swastika vandalism discovered at a middle school.
10146,3/1/19,Queens,NY,"A swastika and the message ""FUCK U HAIL BITCH"" were spray-painted on the fence in front of a school."
10147,3/1/19,New York,NY,Swastika vandalism discovered on the campus of the Fashion Institute of Technology
10148,3/1/19,Brooklyn,NY,An NYC Department of Sanitation vehicle was vandalized with a swastika etching.
10149,3/1/19,Queens,NY,The front door of an apartment building was vandalized with swastika graffiti.
10150,3/1/19,Brooklyn,NY,A rock was thrown through the front window of a synagogue.
10151,3/1/19,Seaford,NY,"Swastikas and ""Jew"" written in a bathroom."
10152,3/1/19,Seaford,NY,Swastika vandalism discovered in a boys bathroom.
10153,3/1/19,New York,NY,Swastika vandalism discovered in a locker room at a gym.
10154,3/1/19,Flushing,NY,"Campus restrooms were vandalized with anti-Semitic graffiti at Queens College that read ""FUCK THE JEWS."""
10155,3/1/19,Brooklyn,NY,"An advertisement in a subway station for a book on Justice Ruth Bader Ginsburg was vandalized with a drawing of a swastika and the message: ""Die, Jew Bitch!"""
10156,3/1/19,New York,NY,Swastika graffiti discovered in a subway station.
10157,3/1/19,New York,NY,Swastika graffiti discovered on a subway platform.
10158,3/1/19,New York,NY,Swastika graffiti discovered in a subway station.
10159,3/1/19,Kings Park,NY,Swastika graffiti discovered in Nissequogue River State Park on Long Island
10160,3/1/19,Queens,NY,A street light pole was vandalized with graffiti that included three swastika drawings and a racially charged message.
10161,3/1/19,New York,NY,Swastika graffiti discovered in a bathroom stall at John Jay College.
10162,3/1/19,Brooklyn,NY,The gate in front of a house under construction was vandalized with swastika graffiti.
10163,3/1/19,Long Island City,NY,A New York City owned vehicle was vandalized with swastika graffiti.
10164,3/1/19,Brooklyn,NY,Swastika vandalism discovered inside a subway station.
10165,3/1/19,New York,NY,"A bathroom in a public park was defaced with swastika graffiti and ""KKK."""
10166,3/1/19,Queens,NY,A floor landing in an apartment building was vandalized with swastika graffiti.
10167,3/1/19,Brooklyn,NY,Swastika vandalism discovered inside a subway station.
10168,3/1/19,Brooklyn,NY,Swastika graffiti discovered on the base of a street lamp.
10169,3/1/19,Searingtown,NY,A swastika and anti-Semitic slurs were written in the Shelter Rock Jewish Center.
10170,3/1/19,New York,NY,Swastika graffiti discovered on an advertisement in a Queens bound E train car.
10171,3/1/19,New York,NY,An advertisement in a subway station was vandalized with swastika graffiti.
10172,3/1/19,Durham,NC,Five swastikas were drawn with a marker on a bulletin board and a shower curtain at a high school.
10173,3/1/19,Durham,NC,Swastikas were found inside a residence hall at Noth Carolina School of Science and Mathematics.
10174,3/1/19,Oklahoma City,OK,"The Oklahoma Democratic Party headquarters was defaced with anti-Semitic graffiti that included swastikas, white supremacist symbols, and ""Israel"" crossed out."
10175,3/1/19,Portland,OR,A bathroom at a restaurant was vandalized with swastika graffiti.
10176,3/1/19,Weissport,PA,A white supremacist vandalized a public trash can with anti-Semitic graffiti.
10177,3/1/19,Philadelphia,PA,A subway station was vandalized with anti-Semitic and anti-Israel graffiti.
10178,3/1/19,Philadelphia,PA,Two individuals stuck pork products to the windows and doors of a senior residence facility that has a large Jewish population and is owned and operated by a Jewish organization.
10179,3/1/19,Philadelphia,PA,A bench at a school was vandalized with a swastika carving.
10180,3/1/19,Providence,RI,"An unknown person or group posted a sticker at the Rhode Island School of Design that read ""The Goyim Know."""
10181,3/1/19,Sioux Falls,SD,A swastika was burned into the cement at Tuthill Park.
10182,3/1/19,Cameron,TX,Swastika vandalism discovered on homeowner's property.
10183,3/1/19,Bennington,VT,"Two teens vandalized a business establishment with the words ""white power,"" as well as drawn a swastika and an obscene sexual image."
10185,3/1/19,Milwaukee,WI,Swastikas and neo-Nazi phrases were spray-painted on a walking trail.
10556,3/1/19,Bal Harbour,FL,Daniel Starikov was arrested after allegedly physically and verbally assaulting two orthodox Jewish couples who were walking home from Shabbat dinner.
10557,3/1/19,Great Neck,NY,A non-Jewish student at a middle school slapped a Jewish student because she was Jewish.
10558,3/1/19,Brooklyn,NY,A man shoved a Jewish woman. He appeared to have targeted the woman because she is Jewish. He was later arrested.
11679,3/1/19,Doylestown,PA,"A man on the street outside a public library shouted, ""Jews and commies out of America"" to passersby."
11680,3/1/19,Los Angeles,CA,Swastika vandalism discovered in a school.
11681,3/1/19,Los Angeles,CA,Swastika carving discovered on elevator wall.
11682,3/1/19,Ewing,NJ,"Individual received harassing and anti-Semitic messages on the Discord app from another user who called him a ""fat Jew"" and insinuated he should be cooked in an oven."
11683,3/1/19,Champaign,IL,"A Jewish student at the University of Illinois, Urbana-Champaign reported that his mezuzah had been stolen from his dorm room doorpost."
11684,3/1/19,Van Nuys,CA,Swastika etching discovered on a sidewalk.
11685,3/1/19,Newark,NJ,Swastika vandalism discovered in an academic building at Rutgers University.
11686,3/1/19,Warwick,RI,"A swastika, ""HH"" (""Heil Hitler""), and ""KKK"" were found in a men's bathroom on the Knight campus of Community College of Rhode Island."
11687,3/1/19,Philadelphia,PA,"A synagogue received harassing and threatening anti-Semitic emails saying that they were going to ""kill all the Jews in America."""
11688,3/1/19,San Diego,CA,"At a high school, a WiFi hotspot was named with five swastika images and visible to those in the vicinity."
11689,3/1/19,Hamilton Township (Mercer County),NJ,A footbridge in a park was vandalized with swastika graffiti.
11690,3/1/19,North Arlington,NJ,"A sticker that read ""Jews did 9-11"" was found on a light pole."
11691,3/1/19,Ridgewood,NJ,"""JEW"" was found scratched into a table at a business."
11692,3/1/19,Mountain Lakes,NJ,Swastika vandalism discovered on a couch in a school.
11693,3/1/19,Jacksonville,FL,Swastika vandalism discovered on a sidewalk.
11694,3/1/19,Holmdel,NJ,A school employee discovered that two swastikas had been drawn on the sheet rock in a bathroom.
11695,3/1/19,Philadelphia,PA,A student at Temple University reported that a swastika was drawn on their dormitory white board.
11696,3/1/19,Dumont,NJ,Swastika vandalism discovered on a building.
11697,3/1/19,Princeton,NJ,Religious leaders at Princeton University received anti-Semitic literature.
11698,3/1/19,New Rochelle,NY,"Over the course of a week, swastika vandalism was discovered at multiple locations in a middle school."
11699,3/1/19,Medford,NJ,Jewish student victim of anti-Semitic harassment and bullying by a peer.
11700,3/1/19,Ridgewood,NJ,Swastika vandalism discovered inside a business.
11701,3/1/19,Holmdel,NJ,"""I hate Jews"" found written on a library desk at a high school."
11702,3/1/19,Philadelphia,PA,Swastikas and the Star of David were spray painted on several trees in a wooded area of Philadelphia.
11703,3/1/19,Englewood,NJ,Swastika vandalism discovered on a hiking trail.
11704,3/1/19,Germantown,TN,Jewish elementary school student was verbally harassed by a non-Jewish student who made anti-Semitic comments.
11705,3/1/19,Los Angeles,CA,"A student at Occidental College published an op-ed in the student newspaper arguing that ""we need to talk about Zionism in relation to white supremacy...we must recognize the ingrained racist and white supremacist ideology central to Zionism."" Print-outs of the article were distributed to students during Israeli Apartheid Week."
11706,3/1/19,Van Nuys,CA,A swastika was spray-painted on a school wall.
11707,3/1/19,Van Nuys,CA,Someone used tape to form a hangman and left it outside a Jewish person's house.
11708,3/1/19,Cambridge,MA,"During a an Undergraduate Council meeting at Harvard University on whether to award the Palestine Solidarity Committee funding for Israeli Apartheid Week, Jewish student representatives were met with ""references to age-old tropes of prejudice and bigotry,"" and vilified for their Jewish heritage."
11709,3/1/19,Lakewood,NJ,Three swastikas were traced into a dirt walking path by a lake.
